index,month,prcp
167,2014-12-01,247.2942528735632
168,2015-01-01,111.1471264367816
169,2015-02-01,168.3448275862069
170,2015-03-01,160.61379310344827
171,2015-04-01,117.38390804597701
172,2015-05-01,83.73793103448276
173,2015-06-01,19.616091954022988
174,2015-07-01,41.02068965517241
175,2015-08-01,15.303448275862069
176,2015-09-01,69.75172413793103
177,2015-10-01,95.52873563218391
178,2015-11-01,161.9977011494253
179,2015-12-01,152.53103448275863
180,2016-01-01,247.21149425287356
181,2016-02-01,126.67356321839081
182,2016-03-01,144.9977011494253
183,2016-04-01,107.88045977011495
184,2016-05-01,66.0551724137931
185,2016-06-01,15.177011494252874
186,2016-07-01,9.852873563218392
187,2016-08-01,39.694252873563215
188,2016-09-01,33.35402298850575
189,2016-10-01,97.84827586206896
190,2016-11-01,137.35862068965517
