date,hmax,hmin
2001-05-19,73.75,68.125
2001-05-20,61.083333333333336,55.375
2001-05-21,58.666666666666664,53.208333333333336
2001-05-22,65.54166666666667,58.833333333333336
2001-05-23,65.20833333333333,55.541666666666664
2001-05-24,69.41666666666667,64.45833333333333
2001-05-25,78.79166666666667,70.22916666666667
2001-05-26,75.95833333333333,67.8125
2001-05-27,83.875,75.85416666666667
2001-05-28,86.79166666666667,77.9375
2001-05-29,86.375,78.77777777777777
2001-05-30,74.5,66.94444444444444
2001-05-31,71.09722222222223,64.40277777777777
2001-06-01,68.77777777777777,61.72222222222222
2001-06-02,69.18055555555556,62.041666666666664
2001-06-03,74.76388888888889,68.44444444444444
2001-06-04,74.875,68.66666666666667
2001-06-05,70.56944444444444,65.11111111111111
2001-06-06,68.5,61.138888888888886
2001-06-07,70.90277777777777,64.01388888888889
2001-06-08,69.43055555555556,62.15277777777778
2001-06-09,66.25,59.708333333333336
2001-06-10,67.44444444444444,60.541666666666664
2001-06-11,66.86111111111111,60.25
2001-06-12,70.125,64.34722222222223
2001-06-13,70.51388888888889,63.513888888888886
2001-06-14,68.65277777777777,62.041666666666664
2001-06-15,66.125,58.916666666666664
2001-06-16,64.55555555555556,57.236111111111114
2001-06-17,65.16666666666667,56.52777777777778
2001-06-18,72.58333333333333,66.18055555555556
2001-06-19,76.73611111111111,72.04166666666667
2001-06-20,80.04166666666667,75.58333333333333
2001-06-21,82.54166666666667,78.20833333333333
2001-06-22,72.68055555555556,66.45833333333333
2001-06-23,69.0,62.5
2001-06-24,68.93055555555556,63.166666666666664
2001-06-25,64.76388888888889,57.93055555555556
2001-06-26,67.5,60.513888888888886
2001-06-27,73.95833333333333,67.73611111111111
2001-06-28,65.06944444444444,59.041666666666664
2001-06-29,61.013888888888886,53.791666666666664
2001-06-30,61.5,53.861111111111114
2001-07-01,60.55555555555556,53.25
2001-07-02,60.416666666666664,52.763888888888886
2001-07-03,60.166666666666664,52.583333333333336
2001-07-04,58.861111111111114,51.388888888888886
2001-07-05,60.65277777777778,53.333333333333336
2001-07-06,56.388888888888886,49.513888888888886
2001-07-07,57.333333333333336,50.77777777777778
2001-07-08,65.59722222222223,59.56944444444444
2001-07-09,62.69444444444444,55.111111111111114
2001-07-10,63.208333333333336,56.375
2001-07-11,60.27777777777778,53.708333333333336
2001-07-12,61.638888888888886,55.416666666666664
2001-07-13,70.29166666666667,64.91666666666667
2001-07-14,65.5,59.47222222222222
2001-07-15,67.08333333333333,59.388888888888886
2001-07-16,65.61111111111111,57.80555555555556
2001-07-17,68.51388888888889,60.888888888888886
2001-07-18,75.19444444444444,65.65277777777777
2001-07-19,75.05555555555556,66.09722222222223
2001-07-20,70.18055555555556,61.986111111111114
2001-07-21,68.54166666666667,60.013888888888886
2001-07-22,67.45833333333333,58.583333333333336
2001-07-23,64.79166666666667,56.263888888888886
2001-07-24,67.63888888888889,59.56944444444444
2001-07-25,64.61111111111111,57.44444444444444
2001-07-26,52.84722222222222,46.986111111111114
2001-07-27,57.19444444444444,50.236111111111114
2001-07-28,73.20833333333333,67.88888888888889
2001-07-29,67.05555555555556,61.40277777777778
2001-07-30,63.083333333333336,54.0
2001-07-31,64.83333333333333,54.416666666666664
2001-08-01,63.93055555555556,52.708333333333336
2001-08-02,61.77777777777778,50.02777777777778
2001-08-03,61.291666666666664,49.513888888888886
2001-08-04,64.26388888888889,52.90277777777778
2001-08-05,59.125,47.56944444444444
2001-08-06,46.59722222222222,37.30555555555556
2001-08-07,42.263888888888886,36.25
2001-08-08,48.69444444444444,41.30555555555556
2001-08-09,51.44444444444444,45.111111111111114
2001-08-10,51.59722222222222,44.59722222222222
2001-08-11,51.52777777777778,45.02777777777778
2001-08-12,44.69444444444444,39.375
2001-08-13,47.416666666666664,42.18055555555556
2001-08-14,47.111111111111114,42.05555555555556
2001-08-15,47.43055555555556,42.708333333333336
2001-08-16,51.06944444444444,44.68055555555556
2001-08-17,48.27777777777778,43.263888888888886
2001-08-18,44.916666666666664,39.94444444444444
2001-08-19,54.375,48.97222222222222
2001-08-20,53.208333333333336,47.40277777777778
2001-08-21,46.15277777777778,39.52777777777778
2001-08-22,47.138888888888886,41.30555555555556
2001-08-23,45.77777777777778,39.125
2001-08-24,49.916666666666664,43.22222222222222
2001-08-25,59.18055555555556,53.56944444444444
2001-08-26,69.97222222222223,62.02777777777778
2001-08-27,68.95833333333333,61.77777777777778
2001-08-28,65.29166666666667,58.166666666666664
2001-08-29,68.44444444444444,60.541666666666664
2001-08-30,75.68055555555556,69.58333333333333
2001-08-31,75.15277777777777,70.70833333333333
2001-09-01,71.16666666666667,66.25
2001-09-02,64.44444444444444,59.75
2001-09-03,57.635416666666664,49.75
2001-09-04,51.333333333333336,44.21875
2001-09-05,49.541666666666664,43.020833333333336
2001-09-06,48.697916666666664,42.375
2001-09-07,52.21666666666667,46.31666666666667
2001-09-08,48.575,42.84166666666667
2001-09-09,40.675,35.275
2001-09-10,55.00694444444444,49.84722222222222
2001-09-11,53.395833333333336,47.736111111111114
2001-09-12,42.50694444444444,37.611111111111114
2001-09-13,47.75,43.048611111111114
2001-09-14,68.08333333333333,61.333333333333336
2001-09-15,76.57638888888889,70.23611111111111
2001-09-16,69.41666666666667,63.8125
2001-09-17,56.97222222222222,50.65972222222222
2001-09-18,52.958333333333336,46.916666666666664
2001-09-19,53.645833333333336,48.72222222222222
2001-09-20,48.736111111111114,43.50694444444444
2001-09-21,56.548611111111114,50.56944444444444
2001-09-22,63.52777777777778,58.375
2001-09-23,66.02083333333333,59.24305555555556
2001-09-24,63.72222222222222,55.979166666666664
2001-09-25,77.08333333333333,70.33333333333333
2001-09-26,84.9375,79.90972222222223
2001-09-27,80.36805555555556,75.26388888888889
2001-09-28,73.88194444444444,67.43055555555556
2001-09-29,75.34027777777777,69.39583333333333
2001-09-30,67.91666666666667,62.40972222222222
2001-10-01,74.29861111111111,69.0
2001-10-02,76.04861111111111,68.95833333333333
2001-10-03,72.9375,65.88194444444444
2001-10-04,70.39583333333333,61.826388888888886
2001-10-05,76.17361111111111,68.74305555555556
2001-10-06,72.29861111111111,65.25694444444444
2001-10-07,66.77777777777777,59.52777777777778
2001-10-08,78.54861111111111,72.39583333333333
2001-10-09,82.21527777777777,76.97916666666667
2001-10-10,75.25694444444444,69.24305555555556
2001-10-11,75.27777777777777,68.25
2001-10-12,72.73611111111111,66.33333333333333
2001-10-13,69.95833333333333,63.770833333333336
2001-10-14,75.60416666666667,69.08333333333333
2001-10-15,76.08333333333333,70.43055555555556
2001-10-16,75.49305555555556,69.66666666666667
2001-10-17,81.1875,75.6875
2001-10-18,80.26388888888889,74.55555555555556
2001-10-19,84.375,79.13194444444444
2001-10-20,78.93055555555556,73.04861111111111
2001-10-21,84.32638888888889,79.02083333333333
2001-10-22,79.98611111111111,74.94444444444444
2001-10-23,63.645833333333336,57.34722222222222
2001-10-24,57.513888888888886,51.458333333333336
2001-10-25,61.02777777777778,54.81944444444444
2001-10-26,61.708333333333336,56.111111111111114
2001-10-27,58.65972222222222,51.888888888888886
2001-10-28,58.5,52.06944444444444
2001-10-29,63.84722222222222,55.923611111111114
2001-10-30,73.48611111111111,66.63888888888889
2001-10-31,73.36805555555556,67.55555555555556
2001-11-01,66.19444444444444,59.46527777777778
2001-11-02,69.625,63.3125
2001-11-03,86.81944444444444,81.64583333333333
2001-11-04,87.96527777777777,83.31944444444444
2001-11-05,83.13194444444444,78.14583333333333
2001-11-06,77.29861111111111,71.55555555555556
2001-11-07,75.875,69.80555555555556
2001-11-08,85.47222222222223,80.27777777777777
2001-11-09,82.0625,76.77777777777777
2001-11-10,79.70833333333333,75.26388888888889
2001-11-11,84.39583333333333,79.82638888888889
2001-11-12,89.74305555555556,86.41666666666667
2001-11-13,85.42361111111111,81.04861111111111
2001-11-14,83.98611111111111,77.92361111111111
2001-11-15,84.66666666666667,79.67361111111111
2001-11-16,79.64583333333333,73.26388888888889
2001-11-17,81.1875,74.55555555555556
2001-11-18,84.03472222222223,78.52777777777777
2001-11-19,83.53472222222223,78.63888888888889
2001-11-20,80.88888888888889,75.23611111111111
2001-11-21,78.22916666666667,71.73611111111111
2001-11-22,77.16666666666667,70.03472222222223
2001-11-23,75.65972222222223,69.1875
2001-11-24,79.47916666666667,73.44444444444444
2001-11-25,77.22916666666667,71.08333333333333
2001-11-26,78.76388888888889,71.86805555555556
2001-11-27,75.78472222222223,68.16666666666667
2001-11-28,80.72222222222223,73.96527777777777
2001-11-29,83.54861111111111,77.32638888888889
2001-11-30,85.14583333333333,80.375
2001-12-01,73.43055555555556,67.6875
2001-12-02,67.38194444444444,60.5625
2001-12-03,67.1875,60.541666666666664
2001-12-04,77.41666666666667,71.41666666666667
2001-12-05,80.96527777777777,75.20138888888889
2001-12-06,80.26388888888889,74.75694444444444
2001-12-07,77.64583333333333,71.9375
2001-12-08,75.07638888888889,68.53472222222223
2001-12-09,73.93055555555556,67.10416666666667
2001-12-10,72.19444444444444,64.97222222222223
2001-12-11,78.20833333333333,73.02083333333333
2001-12-12,76.22916666666667,69.83333333333333
2001-12-13,76.84722222222223,70.84722222222223
2001-12-14,82.91666666666667,77.04861111111111
2001-12-15,85.51388888888889,78.46527777777777
2001-12-16,79.95833333333333,72.17361111111111
2001-12-17,76.26388888888889,70.6875
2001-12-18,72.66666666666667,66.19444444444444
2001-12-19,72.91666666666667,66.46527777777777
2001-12-20,77.34027777777777,70.55555555555556
2001-12-21,81.27777777777777,75.70833333333333
2001-12-22,85.80555555555556,80.71527777777777
2001-12-23,80.41666666666667,74.36111111111111
2001-12-24,76.38888888888889,70.54861111111111
2001-12-25,75.22222222222223,68.75
2001-12-26,76.49305555555556,70.25694444444444
2001-12-27,83.80555555555556,77.45833333333333
2001-12-28,87.15277777777777,81.46527777777777
2001-12-29,87.70833333333333,81.88194444444444
2001-12-30,85.60416666666667,78.94444444444444
2001-12-31,84.9375,78.76388888888889
2002-01-01,83.77083333333333,78.06944444444444
2002-01-02,74.22222222222223,68.5
2002-01-03,67.54166666666667,60.701388888888886
2002-01-04,65.71527777777777,58.46527777777778
2002-01-05,73.00694444444444,64.04166666666667
2002-01-06,78.02083333333333,71.42361111111111
2002-01-07,77.30555555555556,71.10416666666667
2002-01-08,74.63888888888889,68.40277777777777
2002-01-09,76.6875,70.125
2002-01-10,77.19444444444444,71.20833333333333
2002-01-11,82.36805555555556,77.59027777777777
2002-01-12,86.40972222222223,81.10416666666667
2002-01-13,85.38194444444444,78.95138888888889
2002-01-14,85.99305555555556,79.95138888888889
2002-01-15,85.86111111111111,80.40277777777777
2002-01-16,83.59722222222223,78.26388888888889
2002-01-17,77.47916666666667,71.95833333333333
2002-01-18,76.23611111111111,70.9375
2002-01-19,77.53472222222223,71.72916666666667
2002-01-20,76.13194444444444,70.20833333333333
2002-01-21,81.50694444444444,75.5625
2002-01-22,80.09027777777777,73.24305555555556
2002-01-23,78.69444444444444,71.39583333333333
2002-01-24,72.25,64.83333333333333
2002-01-25,67.94444444444444,60.701388888888886
2002-01-26,70.29166666666667,63.18055555555556
2002-01-27,74.46527777777777,66.63888888888889
2002-01-28,75.91666666666667,69.08333333333333
2002-01-29,80.83333333333333,73.72222222222223
2002-01-30,77.92361111111111,71.47222222222223
2002-01-31,77.77083333333333,70.02083333333333
2002-02-01,78.90972222222223,72.68055555555556
2002-02-02,79.29861111111111,73.17361111111111
2002-02-03,76.86111111111111,69.75
2002-02-04,74.1875,68.29166666666667
2002-02-05,71.34722222222223,65.27777777777777
2002-02-06,74.65972222222223,67.07638888888889
2002-02-07,84.75694444444444,77.80555555555556
2002-02-08,84.83333333333333,79.41666666666667
2002-02-09,82.80555555555556,77.41666666666667
2002-02-10,76.85416666666667,70.70138888888889
2002-02-11,78.67361111111111,72.15972222222223
2002-02-12,80.77777777777777,74.02083333333333
2002-02-13,79.27083333333333,72.20833333333333
2002-02-14,83.90277777777777,77.75
2002-02-15,84.64583333333333,78.29861111111111
2002-02-16,84.70138888888889,78.64583333333333
2002-02-17,86.90972222222223,80.56944444444444
2002-02-18,87.09027777777777,81.53472222222223
2002-02-19,87.03472222222223,81.59027777777777
2002-02-20,87.97222222222223,82.63194444444444
2002-02-21,88.06944444444444,83.97222222222223
2002-02-22,82.76388888888889,77.34027777777777
2002-02-23,78.61111111111111,73.29861111111111
2002-02-24,76.96527777777777,70.88888888888889
2002-02-25,77.58333333333333,71.24305555555556
2002-02-26,80.54861111111111,74.89583333333333
2002-02-27,83.0625,77.31944444444444
2002-02-28,74.30555555555556,67.94444444444444
2002-03-01,75.20138888888889,68.90972222222223
2002-03-02,73.65277777777777,66.04861111111111
2002-03-03,71.84722222222223,64.60416666666667
2002-03-04,69.84027777777777,62.888888888888886
2002-03-05,68.20833333333333,61.40972222222222
2002-03-06,68.85416666666667,61.3125
2002-03-07,70.66666666666667,63.361111111111114
2002-03-08,70.71527777777777,64.125
2002-03-09,68.96527777777777,62.138888888888886
2002-03-10,68.32638888888889,61.486111111111114
2002-03-11,69.33333333333333,62.50694444444444
2002-03-12,72.57638888888889,64.875
2002-03-13,71.89583333333333,65.29861111111111
2002-03-14,71.48611111111111,63.53472222222222
2002-03-15,75.83333333333333,68.24305555555556
2002-03-16,76.60416666666667,70.92361111111111
2002-03-17,77.27083333333333,71.34722222222223
2002-03-18,76.85416666666667,71.55555555555556
2002-03-19,78.125,72.52083333333333
2002-03-20,82.95833333333333,77.01388888888889
2002-03-21,84.74305555555556,79.22916666666667
2002-03-22,83.05555555555556,78.90277777777777
2002-03-23,85.625,81.47916666666667
2002-03-24,87.82638888888889,82.72222222222223
2002-03-25,84.69444444444444,79.06944444444444
2002-03-26,84.36111111111111,79.79861111111111
2002-03-27,80.57638888888889,75.03472222222223
2002-03-28,75.82638888888889,69.99305555555556
2002-03-29,70.19444444444444,63.84027777777778
2002-03-30,67.0,60.61805555555556
2002-03-31,72.36805555555556,64.39583333333333
2002-04-01,73.46527777777777,66.66666666666667
2002-04-02,69.71527777777777,62.645833333333336
2002-04-03,68.57638888888889,61.375
2002-04-04,65.78472222222223,58.96527777777778
2002-04-05,66.84722222222223,60.125
2002-04-06,66.67361111111111,59.90972222222222
2002-04-07,70.22916666666667,62.25694444444444
2002-04-08,73.52777777777777,65.86111111111111
2002-04-09,73.34722222222223,66.40972222222223
2002-04-10,69.08333333333333,62.423611111111114
2002-04-11,68.79861111111111,61.673611111111114
2002-04-12,71.97222222222223,65.27777777777777
2002-04-13,73.11805555555556,65.34027777777777
2002-04-14,71.27083333333333,65.00694444444444
2002-04-15,67.29166666666667,60.513888888888886
2002-04-16,67.30555555555556,61.13194444444444
2002-04-17,68.35416666666667,61.861111111111114
2002-04-18,70.76388888888889,63.958333333333336
2002-04-19,67.03472222222223,60.75
2002-04-20,64.4375,57.041666666666664
2002-04-21,66.13888888888889,59.5
2002-04-22,64.52083333333333,58.84027777777778
2002-04-23,63.15277777777778,57.65972222222222
2002-04-24,63.770833333333336,57.72222222222222
2002-04-25,60.53472222222222,54.0
2002-04-26,58.423611111111114,51.208333333333336
2002-04-27,64.0625,56.923611111111114
2002-04-28,62.645833333333336,55.708333333333336
2002-04-29,63.65972222222222,55.50694444444444
2002-04-30,74.01388888888889,67.16666666666667
2002-05-01,72.95138888888889,67.14583333333333
2002-05-02,69.42361111111111,63.44444444444444
2002-05-03,71.81944444444444,65.40972222222223
2002-05-04,77.59722222222223,70.22916666666667
2002-05-05,73.09722222222223,67.07638888888889
2002-05-06,74.08333333333333,68.26388888888889
2002-05-07,74.56944444444444,69.13194444444444
2002-05-08,75.31944444444444,69.11805555555556
2002-05-09,78.5625,73.61111111111111
2002-05-10,75.09027777777777,69.77083333333333
2002-05-11,71.47916666666667,65.96527777777777
2002-05-12,68.54861111111111,63.02777777777778
2002-05-13,65.84722222222223,60.201388888888886
2002-05-14,62.638888888888886,56.5625
2002-05-15,64.79166666666667,59.09027777777778
2002-05-16,69.75694444444444,63.65277777777778
2002-05-17,72.22916666666667,65.52083333333333
2002-05-18,67.58333333333333,61.72222222222222
2002-05-19,70.90972222222223,64.02083333333333
2002-05-20,77.59722222222223,71.21527777777777
2002-05-21,84.35416666666667,79.50694444444444
2002-05-22,82.90277777777777,77.95138888888889
2002-05-23,81.59027777777777,76.88194444444444
2002-05-24,76.5625,71.66666666666667
2002-05-25,70.84722222222223,65.29861111111111
2002-05-26,61.93055555555556,55.55555555555556
2002-05-27,61.9375,55.625
2002-05-28,61.458333333333336,54.979166666666664
2002-05-29,59.798611111111114,53.75
2002-05-30,68.42361111111111,62.138888888888886
2002-05-31,71.29861111111111,65.69444444444444
2002-06-01,69.20833333333333,63.28472222222222
2002-06-02,63.86805555555556,57.99305555555556
2002-06-03,60.576388888888886,54.34722222222222
2002-06-04,63.263888888888886,57.00694444444444
2002-06-05,61.13194444444444,54.861111111111114
2002-06-06,61.28472222222222,55.15277777777778
2002-06-07,62.47222222222222,56.208333333333336
2002-06-08,60.30555555555556,53.916666666666664
2002-06-09,61.25,54.75694444444444
2002-06-10,60.53472222222222,53.80555555555556
2002-06-11,66.27083333333333,59.75694444444444
2002-06-12,69.0625,63.38194444444444
2002-06-13,72.0,66.33333333333333
2002-06-14,73.29861111111111,68.36805555555556
2002-06-15,73.61111111111111,68.55555555555556
2002-06-16,69.80555555555556,64.22916666666667
2002-06-17,61.84722222222222,55.97222222222222
2002-06-18,62.708333333333336,56.28472222222222
2002-06-19,71.11111111111111,63.604166666666664
2002-06-20,70.90972222222223,64.64583333333333
2002-06-21,61.56944444444444,55.166666666666664
2002-06-22,71.0625,65.33333333333333
2002-06-23,68.88194444444444,63.486111111111114
2002-06-24,60.166666666666664,53.50694444444444
2002-06-25,62.104166666666664,56.0625
2002-06-26,60.31944444444444,54.479166666666664
2002-06-27,60.02777777777778,54.388888888888886
2002-06-28,58.708333333333336,52.49305555555556
2002-06-29,58.229166666666664,52.111111111111114
2002-06-30,60.236111111111114,54.11805555555556
2002-07-01,59.0625,53.25
2002-07-02,54.53472222222222,48.354166666666664
2002-07-03,60.02777777777778,54.076388888888886
2002-07-04,60.50694444444444,54.36805555555556
2002-07-05,65.02777777777777,59.513888888888886
2002-07-06,67.26388888888889,60.854166666666664
2002-07-07,69.77777777777777,63.47222222222222
2002-07-08,68.30555555555556,62.291666666666664
2002-07-09,63.38194444444444,56.826388888888886
2002-07-10,60.826388888888886,53.99305555555556
2002-07-11,61.791666666666664,55.96527777777778
2002-07-12,72.44444444444444,66.375
2002-07-13,69.125,63.048611111111114
2002-07-14,61.40972222222222,55.25694444444444
2002-07-15,60.11805555555556,52.90277777777778
2002-07-16,56.71527777777778,49.375
2002-07-17,57.00694444444444,49.78472222222222
2002-07-18,55.74305555555556,49.65972222222222
2002-07-19,60.11805555555556,53.90972222222222
2002-07-20,59.861111111111114,54.00694444444444
2002-07-21,63.291666666666664,57.34027777777778
2002-07-22,67.15277777777777,61.1875
2002-07-23,72.97916666666667,67.66666666666667
2002-07-24,64.61111111111111,58.69444444444444
2002-07-25,60.18055555555556,53.604166666666664
2002-07-26,63.958333333333336,57.21527777777778
2002-07-27,69.47222222222223,62.53472222222222
2002-07-28,62.0625,54.791666666666664
2002-07-29,61.666666666666664,56.09722222222222
2002-07-30,56.88194444444444,51.52777777777778
2002-07-31,59.270833333333336,53.49305555555556
2002-08-01,73.92361111111111,68.83333333333333
2002-08-02,77.77083333333333,73.72222222222223
2002-08-03,70.45833333333333,65.15277777777777
2002-08-04,64.46527777777777,58.55555555555556
2002-08-05,56.229166666666664,50.5
2002-08-06,56.59722222222222,50.048611111111114
2002-08-07,53.201388888888886,47.71527777777778
2002-08-08,43.38194444444444,37.298611111111114
2002-08-09,46.125,38.63194444444444
2002-08-10,51.71527777777778,45.59722222222222
2002-08-11,49.798611111111114,43.65277777777778
2002-08-12,48.03472222222222,41.44444444444444
2002-08-13,42.291666666666664,36.625
2002-08-14,41.673611111111114,35.44444444444444
2002-08-15,44.4375,37.763888888888886
2002-08-16,39.895833333333336,34.96527777777778
2002-08-17,41.826388888888886,36.763888888888886
2002-08-18,42.00694444444444,37.75
2002-08-19,43.541666666666664,39.013888888888886
2002-08-20,50.30555555555556,44.84722222222222
2002-08-21,54.94444444444444,48.65277777777778
2002-08-22,51.90277777777778,47.3125
2002-08-23,49.72222222222222,44.21527777777778
2002-08-24,44.88194444444444,39.65277777777778
2002-08-25,42.36805555555556,37.263888888888886
2002-08-26,40.333333333333336,34.68055555555556
2002-08-27,43.958333333333336,37.90972222222222
2002-08-28,49.25,42.21527777777778
2002-08-29,62.28472222222222,55.8125
2002-08-30,69.96527777777777,64.33333333333333
2002-08-31,64.57638888888889,58.30555555555556
2002-09-01,63.583333333333336,57.40277777777778
2002-09-02,50.71527777777778,44.923611111111114
2002-09-03,43.333333333333336,36.43055555555556
2002-09-04,37.645833333333336,31.67361111111111
2002-09-05,46.69444444444444,40.25694444444444
2002-09-06,59.604166666666664,52.416666666666664
2002-09-07,75.1875,69.13888888888889
2002-09-08,64.45833333333333,59.30555555555556
2002-09-09,61.34722222222222,56.28472222222222
2002-09-10,60.02777777777778,54.548611111111114
2002-09-11,52.86805555555556,47.69444444444444
2002-09-12,50.888888888888886,45.75694444444444
2002-09-13,59.513888888888886,54.451388888888886
2002-09-14,60.951388888888886,54.18055555555556
2002-09-15,59.576388888888886,53.63194444444444
2002-09-16,59.645833333333336,53.951388888888886
2002-09-17,60.986111111111114,55.888888888888886
2002-09-18,57.625,50.65277777777778
2002-09-19,55.729166666666664,49.729166666666664
2002-09-20,59.541666666666664,54.263888888888886
2002-09-21,70.875,65.38194444444444
2002-09-22,69.81944444444444,63.854166666666664
2002-09-23,77.67361111111111,71.88888888888889
2002-09-24,78.125,72.96527777777777
2002-09-25,66.27083333333333,59.8125
2002-09-26,60.31944444444444,54.013888888888886
2002-09-27,51.854166666666664,45.59722222222222
2002-09-28,47.94444444444444,42.166666666666664
2002-09-29,46.25,39.99305555555556
2002-09-30,44.99305555555556,38.81944444444444
2002-10-01,58.083333333333336,50.875
2002-10-02,70.0625,64.15277777777777
2002-10-03,59.99305555555556,53.25694444444444
2002-10-04,62.354166666666664,55.645833333333336
2002-10-05,61.75694444444444,55.40972222222222
