index,month,prcp
167,2014-12-01,235.8942528735632
168,2015-01-01,115.53793103448277
169,2015-02-01,209.7103448275862
170,2015-03-01,202.40919540229885
171,2015-04-01,143.4919540229885
172,2015-05-01,94.43448275862069
173,2015-06-01,19.319540229885057
174,2015-07-01,37.94252873563219
175,2015-08-01,9.402298850574713
176,2015-09-01,68.42758620689655
177,2015-10-01,103.0
178,2015-11-01,176.75402298850574
179,2015-12-01,168.7425287356322
180,2016-01-01,299.8022988505747
181,2016-02-01,147.783908045977
182,2016-03-01,157.68275862068967
183,2016-04-01,40.54252873563218
184,2016-05-01,45.64367816091954
185,2016-06-01,16.151724137931033
186,2016-07-01,4.43448275862069
187,2016-08-01,42.57701149425287
188,2016-09-01,38.60459770114943
189,2016-10-01,109.6
190,2016-11-01,168.38620689655173
191,2016-12-01,217.42298850574713
192,2017-01-01,211.50574712643677
193,2017-02-01,204.05386624869382
194,2017-03-01,163.06363636363636
195,2017-04-01,116.99318181818182
196,2017-05-01,70.1159090909091
197,2017-06-01,13.161338100102144
198,2017-07-01,0.3190262172284644
199,2017-08-01,26.293064713064712
200,2017-09-01,19.270329670329673
201,2017-10-01,111.99186792637003
202,2017-11-01,236.03010752688172
203,2017-12-01,243.69247311827957
204,2018-01-01,208.7778717082686
205,2018-02-01,220.24536335064693
206,2018-03-01,183.5706497386109
207,2018-04-01,83.4627685625141
208,2018-05-01,38.85272727272727
209,2018-06-01,10.290909090909091
210,2018-07-01,0.5072727272727273
211,2018-08-01,34.08858312858313
212,2018-09-01,89.96788931788932
213,2018-10-01,194.99464285714285
214,2018-11-01,266.4142857142857
215,2018-12-01,174.23928571428573
216,2019-01-01,145.55357142857142
217,2019-02-01,209.5424936788875
218,2019-03-01,200.64528799875796
219,2019-04-01,133.4438596491228
220,2019-05-01,58.86642257818459
221,2019-06-01,8.596521739130436
222,2019-07-01,11.638260869565217
223,2019-08-01,6.852173913043479
224,2019-09-01,29.921739130434784
225,2019-10-01,97.52173913043478
226,2019-11-01,165.61391304347825
227,2019-12-01,242.41391304347826
228,2020-01-01,235.1982456140351
229,2020-02-01,260.1438596491228
230,2020-03-01,166.7
231,2020-04-01,112.4298245614035
232,2020-05-01,54.36140350877193
233,2020-06-01,19.442105263157895
234,2020-07-01,2.3684210526315788
235,2020-08-01,30.159649122807018
236,2020-09-01,15.666666666666668
237,2020-10-01,122.06491228070175
238,2020-11-01,111.19122807017544
239,2020-12-01,166.90350877192984
